"id","business_name","coord_x","coord_y","full_address"
"3000000-101-1999-10722","한옥","198584.47238673     ","452492.060101428    ","서울특별시 종로구 관훈동 79 지상1층 "
"3000000-101-1999-10723","왕십리꼼닭발","201842.535180341    ","452562.710562012    ","서울특별시 종로구 숭인동 1055-0 지상1층 "
"3000000-101-1999-10724","김명자굴국밥전문점","199873.533594614    ","452205.522036783    ","서울특별시 종로구 인의동 48-14 (지상2층) "
"3000000-101-1999-10739","천향록","199706.13607543     ","453544.622497028    ","서울특별시 종로구 명륜2가 216-3 "
"3000000-101-1999-10762","고봉당 혜화대학로점","199998.76257993     ","453431.876604328    ","서울특별시 종로구 명륜4가 11-3 "
"3000000-101-1999-10771","무봉리토종순대국","201268.660300601    ","452884.011294256    ","서울특별시 종로구 창신동 17-12 1층 "
"3000000-101-1999-10774","귀한족발 경복궁역점","197558.973334719    ","452700.484490263    ","서울특별시 종로구 통의동 45-0 "
"3000000-101-1999-10776","오사카우동 종로점","200066.481388754    ","452423.831936394    ","서울특별시 종로구 효제동 64-6 지하1층 "
"3000000-101-1999-10778","지리산 앞집","198620.030233937    ","452547.262117822    ","서울특별시 종로구 관훈동 84-14 지상1,2층 "
"3000000-101-1999-10787","황소고집","198706.576103155    ","451810.647699719    ","서울특별시 종로구 관철동 11-11 "
"3000000-101-1999-10788","겐로쿠우동","200049.981442648    ","453376.721016675    ","서울특별시 종로구 명륜4가 28-1 지상 1층 "
"3000000-101-1999-10789","편안한공간(Comfort Zone)","199774.636066035    ","453406.921697478    ","서울특별시 종로구 명륜3가 153-2 "
"3000000-101-1999-10797","금촌국밥","198619.319752554    ","452264.276105491    ","서울특별시 종로구 관훈동 198-36 "
"3000000-101-1999-10799","낙원","197598.125298905    ","452697.207401548    ","서울특별시 종로구 통의동 41-1 "
"3000000-101-1999-10801","신토불이","200121.813720325    ","453518.007319338    ","서울특별시 종로구 혜화동 185-0 중원빌딩3층322호 "
"3000000-101-1999-10806","고흥회수산","196578.438801188    ","452129.33094623     ","서울특별시 종로구 교북동 101-0 "
"3000000-101-1999-10809","촌","198615.894622493    ","452522.175283675    ","서울특별시 종로구 관훈동 84-17  (지상1층) "
"3000000-101-1999-10825","사동집","198669.76495581     ","452422.42492854     ","서울특별시 종로구 관훈동 29-18 "
"3000000-101-1999-10827","루브르바게트","199994.603050294    ","452036.931243466    ","서울특별시 종로구 종로5가 138-9 "
"3000000-101-1999-10829","기무세","198903.312556091    ","452363.664123266    ","서울특별시 종로구 낙원동 52 지상1층 "
"3000000-101-1999-10840","한사발포차 혜화점","199986.7159978      ","453415.064270811    ","서울특별시 종로구 명륜4가 44-0 지상1층 "
"3000000-101-1999-10843","홍천식당","199826.86062991     ","452012.268094147    ","서울특별시 종로구 종로4가 144-1 "
"3000000-101-1999-10845","이자카야 잔잔","198640.02434589     ","451907.062483683    ","서울특별시 종로구 관철동 19-11 "
"3000000-101-1999-10852","대영갈치백반","201203.911130976    ","452089.844920215    ","서울특별시 종로구 창신동 390-30 "
"3000000-101-1999-10854","함흥면옥","200030.422969296    ","453010.552737305    ","서울특별시 종로구 연건동 52 "
"3000000-101-1999-10863","중화정","196430.708915374    ","455169.114582082    ","서울특별시 종로구 홍지동 127-1 "
"3000000-101-1999-10866","야래향","199756.044994758    ","452354.300651365    ","서울특별시 종로구 인의동 22-1 "
"3000000-101-1999-10871","골드리퀴","200240.29796585     ","453068.977048844    ","서울특별시 종로구 동숭동 1-131 유리B/D 6F "
"3000000-101-1999-10880","이태리부대찌개 종각역점","198685.761389454    ","452015.63212884     ","서울특별시 종로구 종로2가 12 통일빌딩 "
"3000000-101-1999-10882","월하동","198694.049118232    ","452436.851591189    ","서울특별시 종로구 관훈동 29 1층 "
"3000000-101-1999-10883","비비큐치킨","197136.301977949    ","453219.703656632    ","서울특별시 종로구 옥인동 92-0 "
"3000000-101-1999-10892","두소","196104.970717103    ","456492.994276095    ","서울특별시 종로구 구기동 149-15 "
"3000000-101-1999-10896","야무 야무","198788.536133919    ","451930.151627442    ","서울특별시 종로구 관철동 6-5 "
"3000000-101-1999-10902","비(B)","200004.471884485    ","453351.8339508      ","서울특별시 종로구 명륜4가 85-9 "
"3000000-101-1999-10913","청송식당","200398.58519245     ","451977.956374905    ","서울특별시 종로구 종로5가 485-0 "
"3000000-101-1999-10916","미가도시락","197650.653736722    ","452368.519288991    ","서울특별시 종로구 도렴동 60-0 지하1층 52호 "
"3000000-101-1999-10920","종로식당","199283.352660894    ","451963.201955621    ","서울특별시 종로구 장사동 26-2 "
"3000000-101-1999-10956","청호타운","200140.883358529    ","452606.023320068    ","서울특별시 종로구 연건동 190-9 "
"3000000-101-1999-10982","첼로","201679.88532613     ","452481.882944225    ","서울특별시 종로구 숭인동 178-89 "
"3000000-101-1999-10984","오마카세 오사이초밥 대학로점","200307.41543383     ","453261.085994363    ","서울특별시 종로구 동숭동 50-42 "
"3000000-101-1999-10991","가회","198565.903249145    ","452491.15799313     ","서울특별시 종로구 관훈동 77-3 "
"3000000-101-1999-10993","원보양꼬치","200976.072317154    ","452158.429262147    ","서울특별시 종로구 창신동 510-3 지상2층 "
"3000000-101-1999-10995","종로보쌈","199897.453496112    ","452161.579382247    ","서울특별시 종로구 인의동 39 지하1층 "
"3000000-101-1999-10996","미쉬매쉬(MISHMASH)","198958.552735801    ","453049.132001744    ","서울특별시 종로구 원서동 134-4 "
"3000000-101-2000-04751","훠궈나라","199857.37851869     ","453411.479709264    ","서울특별시 종로구 명륜2가 187-0 2층 "
"3000000-101-2000-10998","이모네식당","199741.578747536    ","452423.878470404    ","서울특별시 종로구 인의동 4 "
"3000000-101-2000-10999","풍성집","197072.455341226    ","451889.782734172    ","서울특별시 종로구 신문로2가 1-355 지상1층 "
"3000000-101-2000-11005","야래향2","199756.044994758    ","452354.300651365    ","서울특별시 종로구 인의동 22-1 지상2층 "
"3000000-101-2000-11012","수유리 우동집","199947.580584102    ","453328.340711445    ","서울특별시 종로구 명륜4가 82-2 "
"3000000-101-2000-11017","왕창골뱅이","198589.241066871    ","452130.863300672    ","서울특별시 종로구 인사동 207 "
"3000000-101-2000-11018","미르네","197286.493511062    ","453165.237415294    ","서울특별시 종로구 통인동 13-1 "
"3000000-101-2000-11026","손칼국수","197123.538120475    ","453200.150508828    ","서울특별시 종로구 옥인동 124 "
"3000000-101-2000-11032","서른즈음에","197461.910899879    ","452684.739654276    ","서울특별시 종로구 내자동 2-2 "
"3000000-101-2000-11033","날마다 장날, 낙원빈대떡","199001.554168736    ","452106.653039782    ","서울특별시 종로구 낙원동 171-1 지상1,2층 "
"3000000-101-2000-11034","이원","198654.731122107    ","452147.925936022    ","서울특별시 종로구 인사동 220-2 "
"3000000-101-2000-11054","창신동 매운왕족발(본점)","200947.944494577    ","452302.949513637    ","서울특별시 종로구 창신동 581-5 "
"3000000-101-2000-11059","감나무집","197039.223135351    ","455768.143392833    ","서울특별시 종로구 평창동 245 "
"3000000-101-2000-11060","동강주막","201289.593151105    ","452471.892094392    ","서울특별시 종로구 창신동 81-4 "
"3000000-101-2000-11062","선유담","198702.460062833    ","452404.604103804    ","서울특별시 종로구 관훈동 29-9 "
"3000000-101-2000-11076","세종치킨","197649.590918029    ","452230.504981804    ","서울특별시 종로구 당주동 3-2 "
"3000000-101-2000-11077","몰리또 대학로점","199952.57251568     ","453271.01928283     ","서울특별시 종로구 명륜4가 134-1 "
"3000000-101-2000-11083","와글와글2","200885.551030764    ","452212.260924704    ","서울특별시 종로구 창신동 569 "
"3000000-101-2000-11086","술 24","199318.029979529    ","452288.511407761    ","서울특별시 종로구 봉익동 12-5 "
"3000000-101-2000-11093","종가집","199572.976151513    ","451918.751846762    ","서울특별시 종로구 예지동 105-0 "
"3000000-101-2000-11094","고깃집","200996.41057743     ","452278.762131423    ","서울특별시 종로구 창신동 142-19 지상1층 "
"3000000-101-2000-11118","페리카나","200140.883358529    ","452606.023320068    ","서울특별시 종로구 연건동 190-9 "
"3000000-101-2000-11121","블랙카우","199182.655264501    ","451979.234244984    ","서울특별시 종로구 종로3가 124 "
"3000000-101-2000-11131","미국75번가(U.S.A75st)","198545.22241783     ","451854.820889784    ","서울특별시 종로구 관철동 43-8 "
"3000000-101-2000-11141","매일분식","197647.115932976    ","452252.265773347    ","서울특별시 종로구 당주동 1-0 지하1층 "
"3000000-101-2000-11144","키움참치","200327.759160454    ","451960.594468025    ","서울특별시 종로구 종로5가 503-19 지상2층 "
"3000000-101-2000-11149","금강식당","199137.54740538     ","452584.444716838    ","서울특별시 종로구 와룡동 43-0 "
"3000000-101-2000-11151","오고또포차","198930.351898775    ","451815.6375661      ","서울특별시 종로구 관철동 35-3 지상1층 "
"3000000-101-2000-11159","서울김밥","197506.094757766    ","452185.210087091    ","서울특별시 종로구 당주동 128-18 "
"3000000-101-2000-11161","라비타","198922.059962012    ","451864.177215981    ","서울특별시 종로구 관철동 25 지하1층 "
"3000000-101-2000-11165","마포숯불갈비","199125.617662197    ","452301.236648443    ","서울특별시 종로구 돈의동 8 (2층) "
"3000000-101-2000-11167","광주집","199125.617662197    ","452301.236648443    ","서울특별시 종로구 돈의동 8 "
"3000000-101-2000-11168","호남선","199125.617662197    ","452301.236648443    ","서울특별시 종로구 돈의동 8 지상1층 "
"3000000-101-2000-11183","우드스탁","199659.729300664    ","453441.968231646    ","서울특별시 종로구 명륜3가 108-16 "
"3000000-101-2000-11195","청학동","199670.979884558    ","452221.775006084    ","서울특별시 종로구 인의동 112-2 본관 403호 "
"3000000-101-2000-11197","행복식탁","198284.392181266    ","451901.406014861    ","서울특별시 종로구 서린동 88-0 지하상가11 "
"3000000-101-2000-11203","장가네","201085.270448527    ","452252.433277589    ","서울특별시 종로구 창신동 167-0 "
"3000000-101-2000-11230","전주분식","199786.995913817    ","452490.920929006    ","서울특별시 종로구 원남동 66-19 "
"3000000-101-2000-11234","세전주식당","199287.731159275    ","452341.994392153    ","서울특별시 종로구 봉익동 11-4 "
"3000000-101-2000-11236","쿠캔 비어","198564.267926384    ","452079.873784197    ","서울특별시 종로구 인사동 255 (지상2층) "
"3000000-101-2000-11249","곰솔","197466.002413236    ","452942.457238756    ","서울특별시 종로구 통의동 98-0 "
"3000000-101-2000-11251","진주 대박집","199120.107343098    ","452285.698621123    ","서울특별시 종로구 돈의동 49-1 "
"3000000-101-2000-11253","인사동 마늘보쌈","198709.647219868    ","452409.134335216    ","서울특별시 종로구 관훈동 29-4 "
"3000000-101-2000-11254","가야스넥코너","199670.979884558    ","452221.775006084    ","서울특별시 종로구 인의동 112-2 "
"3000000-101-2000-11255","레드 제플린(LED-ZEPPELIN)","200005.117382494    ","453610.610906535    ","서울특별시 종로구 혜화동 133-1 "
"3000000-101-2000-11267","정분식","199499.324439691    ","454187.153579889    ","서울특별시 종로구 명륜3가 1-64 "
"3000000-101-2000-11272","상하정","199109.504062915    ","452162.276960791    ","서울특별시 종로구 돈의동 101-0 "
"3000000-101-2000-11285","샤오바오우육면 종로본점","198749.18491262     ","451866.558647435    ","서울특별시 종로구 관철동 12-24 지상1층 "
"3000000-101-2000-11286","하얀고래","198572.839145325    ","452022.373156033    ","서울특별시 종로구 종로2가 8-4 "
"3000000-101-2000-11306","쎈츄럴카페","199302.818541341    ","451834.817165156    ","서울특별시 종로구 장사동 227-1 "
"3000000-101-2000-11313","북한산 한우마을","196079.733490221    ","456335.10363588     ","서울특별시 종로구 구기동 124-1 지상1,2층 "
"3000000-101-2000-11316","소천지","199986.7159978      ","453415.064270811    ","서울특별시 종로구 명륜4가 44-0 "
"3000000-101-2000-11318","멘츠루","199911.49389958     ","453301.812720288    ","서울특별시 종로구 명륜4가 154-3 "
"3000000-101-2000-11327","성균관대서울패컬티클럽(FacultyClub)","199554.074424085    ","453721.462706742    ","서울특별시 종로구 명륜3가 53-0 "
"3000000-101-2000-11328","왕십리 곱창","200399.295498197    ","452606.594519248    ","서울특별시 종로구 충신동 53-8 "
"3000000-101-2000-11342","생마차 대학로점","200028.204314397    ","453441.611364502    ","서울특별시 종로구 명륜4가 8-5 "
"3000000-101-2000-11343","정가레스토랑","198101.593328721    ","452496.362099822    ","서울특별시 종로구 중학동 91-0 "
"3000000-101-2000-11346","만리성","200284.079710268    ","453238.540020978    ","서울특별시 종로구 동숭동 1-88 지상2층 "
"3000000-101-2000-11350","한라참치동대문점","200600.786631082    ","452125.097830911    ","서울특별시 종로구 종로6가 116-1 "
"3000000-101-2000-11351","낙원","197598.125298905    ","452697.207401548    ","서울특별시 종로구 통의동 41-1 "
"3000000-101-2000-11353","빵튀","197662.503910553    ","452189.09236786     ","서울특별시 종로구 당주동 5-0 빌딩지하23호 "
"3000000-101-2000-11356","보리수","199321.4036677      ","451985.646550196    ","서울특별시 종로구 종로3가 147 "
"3000000-101-2000-11396","원조할머니집","199669.022778473    ","452582.599103113    ","서울특별시 종로구 원남동 183-3 "
"3000000-101-2000-11401","대나무 숙성회관 종각점","198568.77792237     ","451891.299622979    ","서울특별시 종로구 관철동 19-20 "
"3000000-101-2000-11414","석암생소금구이 종각점","198724.740257195    ","451930.754248234    ","서울특별시 종로구 관철동 14-6 "
"3000000-101-2000-11422","이주당","197422.967339601    ","452697.065589797    ","서울특별시 종로구 체부동 189-0 "
"3000000-101-2000-11447","신라제면","198721.381019738    ","452889.289224531    ","서울특별시 종로구 재동 84-1 "
"3000000-101-2000-11456","본죽","200084.094228675    ","452941.919063165    ","서울특별시 종로구 연건동 70-1 "
"3000000-101-2000-11461","춘참치","200254.200451526    ","452215.891649167    ","서울특별시 종로구 효제동 225 지상1층 "
"3000000-101-2000-11465","동일마트분식","198626.452031194    ","453333.561173086    ","서울특별시 종로구 가회동 23-0 "
"3000000-101-2000-11466","조선부뚜막 족발 보쌈 서촌점","197445.127837032    ","452697.907661261    ","서울특별시 종로구 체부동 56-0 "
"3000000-101-2000-11486","한아조","198792.004218709    ","452995.619040838    ","서울특별시 종로구 계동 140-71 "
"3000000-101-2000-11490","마라탕전문점 샹츠마라혜화점","199894.827508196    ","453399.860339999    ","서울특별시 종로구 명륜4가 59-3 "
"3000000-101-2000-11492","운곡정","201009.666033754    ","452260.692898768    ","서울특별시 종로구 창신동 143-17 "
"3000000-101-2000-11507","호식이 두마리 치킨(숭인점)","201382.485158917    ","452224.010847101    ","서울특별시 종로구 숭인동 296-21 "
"3000000-101-2000-11508","태화","198521.161310435    ","452544.633837827    ","서울특별시 종로구 관훈동 118-28 "
"3000000-101-2000-11512","노가리슈퍼 종로5가점","199900.518328267    ","452222.038309339    ","서울특별시 종로구 연지동 211  (지상1층) "
"3000000-101-2000-11520","북촌","198608.053043197    ","452535.585975734    ","서울특별시 종로구 관훈동 84-16 (지상1층) "
"3000000-101-2000-11522","익선동 목장","199149.532482764    ","452321.324008758    ","서울특별시 종로구 묘동 160-1 "
"3000000-101-2000-11525","다발 김치찌개 대학로점","199783.918141466    ","453483.532108771    ","서울특별시 종로구 명륜2가 209-2 "
"3000000-101-2000-11526","포크랜드(Pork Land)","199955.953276896    ","453503.718907987    ","서울특별시 종로구 명륜2가 21-17 "
"3000000-101-2000-11532","주누바(JUNU bar)","199206.02331617     ","452266.264149232    ","서울특별시 종로구 묘동 95-1 "
"3000000-101-2000-11536","맛나 식당","201598.951317633    ","452278.692795768    ","서울특별시 종로구 숭인동 226-6 "
"3000000-101-2000-11545","탑골칼국수","198886.030336656    ","452234.8544483      ","서울특별시 종로구 낙원동 243-1 (지상1층) "
"3000000-101-2000-11547","키타스시","199942.003439551    ","453305.348201669    ","서울특별시 종로구 명륜4가 80-1 "
"3000000-101-2000-11553","명품황소곱창","198694.787531536    ","451930.899506677    ","서울특별시 종로구 관철동 14-9 "
"3000000-101-2000-11560","정통한방삼계탕","199603.020271448    ","451865.398061686    ","서울특별시 종로구 예지동 130-0 지상2층 "
"3000000-101-2000-11568","블루도트","199183.407469454    ","452042.97196024     ","서울특별시 종로구 종로3가 18 (1층) "
"3000000-101-2000-11572","더도어스투","199927.493552587    ","453570.188742352    ","서울특별시 종로구 명륜2가 8-29 "
"3000000-101-2000-11573","카페벤","200049.034239508    ","453787.245649898    ","서울특별시 종로구 혜화동 88-1 "
"3000000-101-2000-11577","갤러리&다이닝펍담","198694.384431805    ","452371.731327083    ","서울특별시 종로구 관훈동 12-2 "
"3000000-101-2000-11578","침니카페(chimney cafe)","197637.60271057     ","452706.8738528      ","서울특별시 종로구 통의동 35-4 "
"3000000-101-2000-11590","희래성","199092.093976028    ","452464.00653355     ","서울특별시 종로구 익선동 103 "
"3000000-101-2000-11593","막썰이회","197056.75935224     ","451658.76871749     ","서울특별시 종로구 평동 169-0 "
"3000000-101-2000-11594","배추머리김부장","198993.017509972    ","452588.657767645    ","서울특별시 종로구 운니동 64-1 "
"3000000-101-2000-11598","베르제","199913.740013608    ","453411.213736653    ","서울특별시 종로구 명륜4가 58-0 "
"3000000-101-2000-11606","카페혜화동","199922.658205431    ","453289.177659126    ","서울특별시 종로구 명륜4가 145-0 2층 "
"3000000-101-2000-11609","함경도 왕 순대","199046.102334839    ","451963.486382222    ","서울특별시 종로구 종로3가 107-3 지상1층 "
"3000000-101-2000-11611","대평갈비","197297.146905422    ","456074.16742758     ","서울특별시 종로구 평창동 153-1 지상2,3층 "
"3000000-101-2000-11633","야후","198934.124836448    ","452289.68001897     ","서울특별시 종로구 낙원동 90-0 "
"3000000-101-2000-11634","리치하우스","199045.043602772    ","451939.677286976    ","서울특별시 종로구 관수동 20-0 21-7,21-8 국일관그림팰리스 "
"3000000-101-2000-11647","낙원식당","199603.020271448    ","451865.398061686    ","서울특별시 종로구 예지동 130-0 "
"3000000-101-2000-11676","비어할레","197662.503910553    ","452189.09236786     ","서울특별시 종로구 당주동 5 "
"3000000-101-2000-11709","치킨하우스","199878.668537625    ","453693.071412414    ","서울특별시 종로구 명륜2가 4 "
"3000000-101-2000-11720","안동네 (종로3가점)","198960.832510929    ","451917.548067434    ","서울특별시 종로구 관수동 4-2 "
"3000000-101-2000-11734","미향","201309.087582515    ","452031.733717866    ","서울특별시 종로구 창신동 402-9 "
"3000000-101-2000-11743","문경새재","200900.729782712    ","452107.733476585    ","서울특별시 종로구 창신동 464-16 "
"3000000-101-2000-11754","이디야 혜화역점","199987.788860421    ","453478.189966845    ","서울특별시 종로구 명륜2가 32 "
"3000000-101-2000-11774","와인슈타인","198698.015511806    ","451849.196279815    ","서울특별시 종로구 관철동 12-12 "
"3000000-101-2000-11778","방자네(산골물)","198545.125054876    ","452541.719052829    ","서울특별시 종로구 관훈동 118-7 "
"3000000-101-2000-11782","수유리우동 동묘점","201419.148939147    ","452360.633948743    ","서울특별시 종로구 숭인동 106-1 "
"3000000-101-2000-11783","정원","197650.653736722    ","452368.519288991    ","서울특별시 종로구 도렴동 60 도렴빌딩. 지하1층 9호 "
"3000000-101-2000-11785","몬스터피자","199881.283064505    ","453331.775377779    ","서울특별시 종로구 명륜4가 166-1 지하 1층 "
"3000000-101-2000-11787","보쌈키친","197595.161312175    ","452460.054621887    ","서울특별시 종로구 적선동 156 광화문 플래티넘 "
"3000000-101-2001-00648","김제집","199377.669055349    ","451982.41963839     ","서울특별시 종로구 종로3가 157 "
"3000000-101-2001-01729","인사동 정원","198817.753689913    ","452227.642682917    ","서울특별시 종로구 낙원동 285 "
"3000000-101-2001-03717","빈호프","201806.387536614    ","452520.617338288    ","서울특별시 종로구 숭인동 1048-0 "
"3000000-101-2001-04539","한남동그집 광화문점","197776.711373991    ","452102.778769134    ","서울특별시 종로구 당주동 21-2 "
"3000000-101-2001-04631","선","198446.003077682    ","452286.424444639    ","서울특별시 종로구 견지동 95-2 "
"3000000-101-2001-06379","혜화칼국수","200064.278313487    ","453806.478166241    ","서울특별시 종로구 혜화동 84-3 "
"3000000-101-2001-06406","오복분식","201256.312029382    ","453036.693130802    ","서울특별시 종로구 창신동 20-15 "
"3000000-101-2001-11770","스시 사소우","199859.45486937     ","453385.801233874    ","서울특별시 종로구 명륜4가 183-0 2.3층 "
"3000000-101-2001-11780","콩마을","200495.288709833    ","452011.175391055    ","서울특별시 종로구 종로5가 279-2 "
"3000000-101-2001-11782","종로 허서방","201317.33706078     ","452764.757918167    ","서울특별시 종로구 숭인동 56-25 "
"3000000-101-2001-11783","행복한집","199070.262436402    ","452263.674146342    ","서울특별시 종로구 돈의동 44-4 "
"3000000-101-2001-11800","소가갈비탕","199724.600192106    ","452597.735312247    ","서울특별시 종로구 원남동 96-8 "
"3000000-101-2001-11801","나누미떡볶이","199743.555078365    ","453491.538549091    ","서울특별시 종로구 명륜2가 225-0 "
"3000000-101-2001-11802","보승회관(종로점)","198867.702590612    ","451824.281125555    ","서울특별시 종로구 관철동 5-12 "
"3000000-101-2001-11810","이원","198201.313264422    ","452221.134403171    ","서울특별시 종로구 청진동 2-2 "
"3000000-101-2001-11817","이모네 김밥","199913.232970396    ","452212.831089955    ","서울특별시 종로구 연지동 245-0 지상1층 "
"3000000-101-2001-11819","전주집","198913.496136105    ","452416.170780139    ","서울특별시 종로구 낙원동 58-1 지하1층105호 "
"3000000-101-2001-11831","31길 종로 고깃집","199893.669907117    ","452177.248307966    ","서울특별시 종로구 인의동 36-0 "
"3000000-101-2001-11839","부평루","200276.400690561    ","452295.927464242    ","서울특별시 종로구 효제동 145-0 "
"3000000-101-2001-11848","더 키친 아시아","199938.22189031     ","453426.831727015    ","서울특별시 종로구 명륜4가 53 "
"3000000-101-2001-11852","맥주 이마트","198587.499211363    ","451932.224121038    ","서울특별시 종로구 관철동 18-9 18-8 "
"3000000-101-2001-11855","남원추어탕","201291.433667013    ","452063.616326341    ","서울특별시 종로구 창신동 404-1 "
"3000000-101-2001-11859","남도식당","199087.784498032    ","451955.057778345    ","서울특별시 종로구 관수동 38-2 지상1층 "
"3000000-101-2001-11862","탐라담 종각점","198596.089308222    ","451932.131774449    ","서울특별시 종로구 관철동 18-8 지상1층 "
"3000000-101-2001-11867","달막달막","198532.299146423    ","452547.44153795     ","서울특별시 종로구 관훈동 118-20 "
"3000000-101-2001-11872","엄마야","200552.662102433    ","452165.655012937    ","서울특별시 종로구 종로6가 39-1 "
"3000000-101-2001-11876","하늘","196725.221696687    ","454871.130949303    ","서울특별시 종로구 부암동 162-1 "
"3000000-101-2001-11882","올래 생고기","201656.959592748    ","452456.857025104    ","서울특별시 종로구 숭인동 174-0 "
"3000000-101-2001-11889","고궁의아침","199719.827739235    ","452660.867844745    ","서울특별시 종로구 원남동 117-1 "
"3000000-101-2001-11894","용궁가든","201259.540641396    ","452932.471253686    ","서울특별시 종로구 창신동 17-13  (지상1층) "
"3000000-101-2001-11895","(주)진담푸드(대학로1호점)","199942.100358625    ","453412.643090356    ","서울특별시 종로구 명륜4가 52-0 1층 "
"3000000-101-2001-11902","정 잔치국수","201099.965086632    ","452199.049383115    ","서울특별시 종로구 창신동 380-0 "
"3000000-101-2001-11909","나마스테","201342.2760174      ","452159.201741248    ","서울특별시 종로구 숭인동 316-2 "
"3000000-101-2001-11913","종로황소곱창","198596.089308222    ","451932.131774449    ","서울특별시 종로구 관철동 18-8 9호 지상1층 "
"3000000-101-2001-11920","귀빈식당","197682.531865303    ","456309.265884524    ","서울특별시 종로구 평창동 66-32 지상2층 "
"3000000-101-2001-11921","이가네 양꼬치 종각직영점","198644.372544207    ","451889.42861282     ","서울특별시 종로구 관철동 19-6 "
"3000000-101-2001-11923","유니온스테이션","201633.229063347    ","452387.235783263    ","서울특별시 종로구 숭인동 212-5 228-2 "
"3000000-101-2001-11925","화통본가","199166.197707544    ","451973.670441912    ","서울특별시 종로구 종로3가 123-3 "
"3000000-101-2001-11928","마리웨일237 종로점","198817.599794752    ","452054.207890954    ","서울특별시 종로구 인사동 75-1 태영빌딩 103호 "
"3000000-101-2001-11938","종묘식당","199229.791865322    ","452321.56989452     ","서울특별시 종로구 봉익동 9-3 "
"3000000-101-2001-11962","부안집","199106.968770091    ","452716.495701364    ","서울특별시 종로구 와룡동 24-2 "
"3000000-101-2001-11977","경성집","199970.294704803    ","453545.087521272    ","서울특별시 종로구 명륜2가 21-23 "
"3000000-101-2001-11991","경복궁미역","197230.91066044     ","452686.167534065    ","서울특별시 종로구 필운동 144-3 "
"3000000-101-2001-12001","창성갈비","197421.316390307    ","453037.962393978    ","서울특별시 종로구 창성동 136-0 1층 "
"3000000-101-2001-12002","콕(COCK)","199170.682753367    ","452230.614024446    ","서울특별시 종로구 묘동 175 이화빌딩 2층 "
"3000000-101-2001-12003","신마포갈매기","198542.419445333    ","451889.984737622    ","서울특별시 종로구 관철동 43-6 "
"3000000-101-2001-12006","미술관","199691.57719784     ","453550.566336947    ","서울특별시 종로구 명륜2가 141-0 "
"3000000-101-2001-12009","종로 곱 육개장","198991.186264536    ","451915.325921704    ","서울특별시 종로구 관수동 12-0 "
"3000000-101-2001-12010","소문난 마산아구","198882.395618489    ","452339.533341108    ","서울특별시 종로구 낙원동 62-2 "
"3000000-101-2001-12014","배수사","198850.369117377    ","452403.101930084    ","서울특별시 종로구 낙원동 8 "
"3000000-101-2001-12019","진지방 순대국","199923.932150837    ","452161.024767411    ","서울특별시 종로구 종로5가 115-0 "
"3000000-101-2001-12022","이화종로김밥","200103.685567783    ","452611.704829542    ","서울특별시 종로구 연건동 197-7 (지상1층) "
"3000000-101-2001-12029","참치마을","199197.489926876    ","452115.840039474    ","서울특별시 종로구 묘동 199-0 1층 "
"3000000-101-2001-12038","아이리스","199893.80068093     ","453464.705241725    ","서울특별시 종로구 명륜2가 175-1 "
"3000000-101-2001-12043","또래오래 정동점","197258.437306384    ","451786.479083595    ","서울특별시 종로구 신문로2가 12-5 지하1층 "
"3000000-101-2001-12045","이얼큰한수제비","198653.52955597     ","452258.835338724    ","서울특별시 종로구 인사동 190-2 3호 "
"3000000-101-2001-12051","이자카야나무(종각점)","198542.419445333    ","451889.984737622    ","서울특별시 종로구 관철동 43-6 "
"3000000-101-2001-12055","에이치","198585.290764513    ","451888.132413651    ","서울특별시 종로구 관철동 19-19 (지상2층) "
"3000000-101-2001-12058","꽃보다예쁜한미영꽃백숙","200886.141034997    ","452232.54928297     ","서울특별시 종로구 창신동 573-1 "
"3000000-101-2001-12061","임포리움 코리아(배스킨)","197469.719535242    ","452736.604532929    ","서울특별시 종로구 체부동 48-0 "
"3000000-101-2001-12064","종로생고기","198994.588260043    ","452137.438254411    ","서울특별시 종로구 낙원동 173-1 (지상1층) "
"3000000-101-2001-12069","시미시미","199092.093976028    ","452464.00653355     ","서울특별시 종로구 익선동 103 "
"3000000-101-2001-12075","종로시장","198482.306050037    ","451899.452254243    ","서울특별시 종로구 관철동 256-0 "
"3000000-101-2001-12078","젠","197258.437306384    ","451786.479083595    ","서울특별시 종로구 신문로2가 12-5 스타식스정동빌딩3층2호 "
"3000000-101-2001-12079","병천순대","200086.415065425    ","452876.163935541    ","서울특별시 종로구 연건동 132-1 지상1층 "
"3000000-101-2001-12080","단상","198730.409810247    ","452851.064167884    ","서울특별시 종로구 재동 84-5 "
"3000000-101-2001-12086","최부자보쌈","199120.944250601    ","451956.209153716    ","서울특별시 종로구 관수동 40-0 지상1층 "
"3000000-101-2001-12087","돌.부.냉","197258.437306384    ","451786.479083595    ","서울특별시 종로구 신문로2가 12-5 스타식스정동 2층 8호 "
"3000000-101-2001-12088","명동칼국수 정동점","197258.437306384    ","451786.479083595    ","서울특별시 종로구 신문로2가 12-5 2층 4호 "
"3000000-101-2001-12093","청해장보고수산","199997.831784777    ","453579.072472305    ","서울특별시 종로구 명륜2가 17-5 혜명빌딩1층 "
"3000000-101-2001-12102","혜화마루 회전초밥","200024.370475128    ","453349.89381608     ","서울특별시 종로구 명륜4가 85-1 "
